Cable System Name,Operators,Known Users (ASes),Length of Cable System (km),Sources,Connecting cables,Landing Point 1,Landing Point 2,Landing Point 3,Landing Point 4,Landing Point 5,Landing Point 6,Landing Point 7,Landing Point 8,Landing Point 9,Landing Point 10,Landing Point 11,Landing Point 12,Landing Point 13,Landing Point 14,Landing Point 15,Landing Point 16,Landing Point 17,Landing Point 18,Landing Point 19,Landing Point 20,Landing Point 21,Landing Point 22,Segment 1,Segment 1 Length (km),Segment 1 Predicted RTT (ms),Segment 2,Segment 2 Length (km),Segment 2 Predicted RTT (ms),Segment 3,Segment 3 Length (km),Segment 4,Segment 4 Length (km),Segment 4 Predicted RTT (ms),Segment 5,Segment 5 Length (km),Segment 5 Predicted RTT (ms),Segment 6,Segment 6 Length (km),Segment 6 Predicted RTT (ms),Segment 7,Segment 7 Length (km),Segment 7 Predicted RTT (ms),Segment 8,Segment 8 Length (km),Segment 8 Predicted RTT (ms),Segment 9,Segment 9 Length (km),Segment 9 Predicted RTT (ms),Segment 10,Segment 10 Length (km),Segment 10 Predicted RTT (ms),Segment 11,Segment 11 Length (km),Segment 11 Predicted RTT (ms),Segment 12,Segment 12 Length (km),Segment 12 Predicted RTT (ms),Segment 13,Segment 13 Length (km),Segment 13 Predicted RTT (ms),Segment 14,Segment 14 Length (km),Segment 14 Predicted RTT (ms),Segment 15,Segment 15 Length (km),Segment 15 Predicted RTT (ms),Segment 16,Segment 16 Length (km),Segment 16 Predicted RTT (ms),Segment 17,Segment 17 Length (km),Segment 17 Predicted RTT (ms),Segment 18,Segment 18 Length (km),Segment 18 Predicted RTT (ms)
senegal-horn-of-africa-regional-express-share-cable,HMN Tech,Agence De L'Informatique del'Etat,720,https://www.submarinecablemap.com/submarine-cable/senegal-horn-of-africa-regional-express-share-cable,-,"Praia, Cape Verde","Dakar, Senegal",,,,,,,,,,,,,,,,,,,,,"Praia, Cape Verde; Dakar, Senegal",720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
seychelles-to-east-africa-system-seas,ASN,,1930,https://www.submarinecablemap.com/submarine-cable/seychelles-to-east-africa-system-seas,-,"Victoria, Seychelles","Dar Es Salaam, Tanzania",,,,,,,,,,,,,,,,,,,,,"Victoria, Seychelles; Dar Es Salaam, Tanzania",1930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shefa-2,Xtera,Shefa,1000,https://www.submarinecablemap.com/submarine-cable/shefa-2,-,"Torshavn, Faroe Islands","Maywick, United Kingdom","Sandwick, United Kingdom","Ayre of Cara, United Kingdom","Banff, United Kingdom","Glen Lyon, United Kingdom","BP Clair Ridge, United Kingdom",,,,,,,,,,,,,,,,"Torshavn, Faroe Islands; Maywick, United Kingdom",,,"Maywick, United Kingdom; Sandwick, United Kingdom",,,"Sandwick, United Kingdom; Ayre of Cara, United Kingdom",,"Ayre of Cara, United Kingdom; Banff, United Kingdom",,,"Glen Lyon, United Kingdom;BP Clair Ridge, United Kingdom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
silphium,HMN Tech,Libya International Telecommunications Company,425,https://www.submarinecablemap.com/submarine-cable/silphium,-,"Chania, Greece","Derna, Libya",,,,,,,,,,,,,,,,,,,,,"Chania, Greece; Derna, Libya",425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sines-to-lisbon,EllaLink,,110,"https://www.submarinenetworks.com/en/systems/intra-europe/sines-lisbon, https://www.infrapedia.com/subsea-cable/sines-to-lisbon",-,"Carcavelos, Portugal","Sines, Portugal",,,,,,,,,,,,,,,,,,,,,"Carcavelos, Portugal; Sines, Portugal",110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
singapore-myanmar-sigmar,Campana Group,,2227,"https://www.infrapedia.com/subsea-cable/singapore-myanmar-sigmar, https://www.submarinenetworks.com/en/systems/intra-asia/sigmar",-,"Thanlyin, Myanmar","Tuas, Singapore",,,,,,,,,,,,,,,,,,,,,"Thanlyin, Myanmar; Tuas, Singapore",2227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sint-maarten-puerto-rico-network-one-smpr-1,"Dauphin Telecom, TelEm Group",,375,"https://www.submarinecablemap.com/submarine-cable/sint-maarten-puerto-rico-network-one-smpr-1, https://en.wikipedia.org/wiki/SMPR-1, https://www.infrapedia.com/subsea-cable/sint-maarten-puerto-rico-network-one-smpr-1, https://fcc.report/IBFS/SCL-T-C-20141121-00014/1081674.pdf",arcos,"Baie Longue, Saint Martin","Philipsburg, Sint Maarten","Isla Verde, PR, United States",,,,,,,,,,,,,,,,,,,,"Philipsburg, Sint Maarten; Baie Longue, Saint Martin",,,"Baie Longue, Saint Martin; Isla Verde, PR, United States",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sir-abu-nuayr-cable,Etisalat UAE,,84,"https://www.submarinecablemap.com/submarine-cable/sir-abu-nuayr-cable, https://www.infrapedia.com/subsea-cable/sir-abu-nuayr-cable",-,"Sharjah, United Arab Emirates","Sir Abu Nu'Ayr Island, United Arab Emirates",,,,,,,,,,,,,,,,,,,,,"Sharjah, United Arab Emirates; Sir Abu Nu'Ayr Island, United Arab Emirates",84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sirius-north,Virgin Media Business,,147,"https://www.infrapedia.com/subsea-cable/sirius-north, https://www.submarinecablemap.com/submarine-cable/sirius-north, https://atlantic-cable.com/Cables/CableTimeLine/index1951.htm#gsc.tab=0",-,"Carrickfergus, United Kingdom","Saltcoats, United Kingdom",,,,,,,,,,,,,,,,,,,,,"Carrickfergus, United Kingdom; Saltcoats, United Kingdom",147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sirius-south,Virgin Media Business,,219,"https://www.infrapedia.com/subsea-cable/sirius-south, https://www.submarinecablemap.com/submarine-cable/sirius-south",-,"Dublin, Ireland","Blackpool, United Kingdom",,,,,,,,,,,,,,,,,,,,,"Dublin, Ireland; Blackpool, United Kingdom",219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sistem-kabel-rakyat-1malaysia-skr1m,"TIME DotCom Berhad, Telekom Malaysia (TM)",,3800,"https://www.infrapedia.com/subsea-cable/sistem-kabel-rakyat-1malaysia-skr1m, https://www.submarinenetworks.com/en/systems/intra-asia/skr1m?highlight=WyJza3IxbSJd, https://www.submarinecablemap.com/submarine-cable/sistem-kabel-rakyat-1malaysia-skr1m",-,"Bintulu, Malaysia","Cherating, Malaysia","Kota Kinabalu, Malaysia","Kuching, Malaysia","Mersing, Malaysia","Miri, Malaysia",,,,,,,,,,,,,,,,,"Mersing, Malaysia; Kuching, Malaysia",,,"Kuching, Malaysia; Bintulu, Malaysia",,,"Bintulu, Malaysia; Miri, Malaysia",,"Miri, Malaysia; Kota Kinabalu, Malaysia",,,"Kota Kinabalu, Malaysia; Cherating, Malaysia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sjjk,XL Axiata,,543,"https://www.submarinecablemap.com/submarine-cable/sjjk, https://www.infrapedia.com/subsea-cable/sjjk",-,"Anyer, Indonesia","Bawean, Indonesia","Kalianda, Indonesia","Takesung, Indonesia","Ujung Pankah, Indonesia",,,,,,,,,,,,,,,,,,"Anyer, Indonesia; Kalianda, Indonesia",,,"Ujung Pankah, Indonesia; Bawean, Indonesia ",,,"Bawean, Indonesia; Takesung, Indonesia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skagenfiber-west,Altibox,,170,"https://www.infrapedia.com/subsea-cable/skagenfiber-west, https://altiboxcarrier.com/, https://www.submarinenetworks.com/en/systems/intra-europe/skagen-fiber-west",-,"Hirtshals, Denmark","Larvik, Norway",,,,,,,,,,,,,,,,,,,,,"Hirtshals, Denmark; Larvik, Norway",170,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skagerrak-4,Statnett,,137,"https://www.infrapedia.com/subsea-cable/skagerrak-4, https://bulkinfrastructure.com/fiber-networks/our-systems/skagerrak",-,"Kristiansand, Norway","Tjele, Denmark",,,,,,,,,,,,,,,,,,,,,"Kristiansand, Norway; Tjele, Denmark",137,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
smpcs-packet-1,Telkom Indonesia,,3156,"https://www.submarinecablemap.com/submarine-cable/smpcs-packet-1, https://www.infrapedia.com/subsea-cable/smpcs-packet-1, https://dl.kaskus.id/rifkisyabani.files.wordpress.com/2015/05/smpcs.jpg",smpcs-packet-2,"Ambon, Indonesia","Bandaneria, Indonesia","Fakfak, Indonesia","Kendari, Indonesia","Labuha, Indonesia","Manado, Indonesia","Masohi, Indonesia","Namlea, Indonesia","Sanana, Indonesia","Sofifi, Indonesia","Sorong, Indonesia","Ternate, Indonesia",,,,,,,,,,,"Ambon, Indonesia; Fakfak, Indonesia",,,"[Ambon, Indonesia; Fakfak, Indonesia]; Bandaneria, Indonesia",,,"[Ambon, Indonesia; Fakfak, Indonesia]; Masohi, Indonesia",,"Ambon, Indonesia; Kendari, Indonesia",,,"Ambon, Indonesia; Manado, Indonesia",,,"[Ambon, Indonesia; Manado, Indonesia]; Namlea, Indonesia",,,"[Ambon, Indonesia; Manado, Indonesia]; Sanana, Indonesia",,,"[Ambon, Indonesia; Manado, Indonesia]; Sorong, Indonesia",,,"[Ambon, Indonesia; Manado, Indonesia]; Sofifi, Indonesia",,,"[[Ambon, Indonesia; Manado, Indonesia]; Sorong, Indonesia]; Labuha, Indonesia",,,"[[Ambon, Indonesia; Manado, Indonesia]; Sofifi, Indonesia]; Ternate, Indonesi",,,,,,,,,,,,,,,,,,,,,,,
smpcs-packet-2,Telkom Indonesia,,3498,"https://www.infrapedia.com/subsea-cable/smpcs-packet-2, https://www.submarinecablemap.com/submarine-cable/smpcs-packet-2, https://dl.kaskus.id/rifkisyabani.files.wordpress.com/2015/05/smpcs.jpg",smpcs-packet-1,"Biak, Indonesia","Fakfak, Indonesia","Jayapura, Indonesia","Kaimana, Indonesia","Manokwari, Indonesia","Merauke, Indonesia","Sarmi, Indonesia","Sorong, Indonesia","Timika, Indonesia","Tual, Indonesia","Waisai, Indonesia",,,,,,,,,,,,"Merauke, Indonesia; Fakfak, Indonesia",,,"[Merauke, Indonesia; Fakfak, Indonesia]; Timika, Indonesia",,,"[Merauke, Indonesia; Fakfak, Indonesia]; Kaimana, Indonesia",,"[Merauke, Indonesia; Fakfak, Indonesia]; Tual, Indonesia",,,"Fakfak, Indonesia; Sorong, Indonesia",,,"Sorong, Indonesia; Waisai, Indonesia",,,"Sorong, Indonesia; Jayapura, Indonesia",,,"[Sorong, Indonesia; Jayapura, Indonesia]; Manokwari, Indonesia",,,"[Sorong, Indonesia; Jayapura, Indonesia]; Biak, Indonesia",,,"[Sorong, Indonesia; Jayapura, Indonesia]; Sarmi, Indonesia",,,,,,,,,,,,,,,,,,,,,,,,,,
solas,"Vodafone Carrier Services, eircom Ltd",,232,https://www.infrapedia.com/subsea-cable/solas,-,"Kilmore Quay, Ireland","Oxwich Bay, United Kingdom",,,,,,,,,,,,,,,,,,,,,"Kilmore Quay, Ireland; Oxwich Bay, United Kingdom",232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sorsogon-samar-submarine-fiber-optical-interconnection-project-sssfoip,National Grid Corporation of the Philippines,,21,"https://www.infrapedia.com/subsea-cable/sorsogon-samar-submarine-fiber-optical-interconnection-project-sssfoip, https://www.submarinecablemap.com/submarine-cable/sorsogon-samar-submarine-fiber-optical-interconnection-project-sssfoip, https://www.huawei.com/en/news/2018/3/huawei-marine-phaseii-philippines-grid-project",-,"Allen, Philippines","Santa Magdalena, Philippines",,,,,,,,,,,,,,,,,,,,,"Allen, Philippines; Santa Magdalena, Philippines",21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
south-america-1-sam-1,Telxius,AFR-IX Telecom,25000,"https://www.infrapedia.com/subsea-cable/south-america-1-sam-1, https://fcc.report/IBFS/SCL-T-C-20141121-00014/1081674.pdf, https://www.submarinecablemap.com/submarine-cable/south-america-1-sam-1, https://telxius.com/en/our-network/sam-1/, https://www.submarinenetworks.com/en/systems/brazil-us/sam-1, https://www.submarinenetworks.com/en/systems/brazil-africa/sail, https://www.submarinenetworks.com/en/systems/brazil-us/southern-caribbean-fiber, https://telxius.com/en/our-network/other-cables/","south-atlantic-inter-link-sail, southern-caribbean-fiber","Las Toninas, Argentina","Fortaleza, Brazil","Rio de Janeiro, Brazil","Salvador, Brazil","Santos, Brazil","Arica, Chile","Valparaiso, Chile","Barranquilla, Colombia","Punta Cana, Dominican Republic","Punta Carnero, Ecuador","Puerto Barrios, Guatemala","Puerto San Jose, Guatemala","Lurin, Peru","Mancora, Peru","Boca Raton, FL, United States","San Juan, PR, United States",,,,,,,"Valparaiso, Chile; Arica, Chile",,,"Arica, Chile; Lurin, Peru",,,"Lurin, Peru; Mancora, Peru",,"[Lurin, Peru; Mancora, Peru]; Punta Carnero, Ecuador",,,"[Lurin, Peru; Mancora, Peru]; Puerto San Jose, Guatemala",,,"Puerto Barrios, Guatemala; Boca Raton, FL, United States",,,"Boca Raton, FL, United States; San Juan, PR, United States",,,"San Juan, PR, United States; Barranquilla, Colombia",,,"[San Juan, PR, United States; Barranquilla, Colombia]; Punta Cana, Dominican Republic",,,"San Juan, PR, United States; Fortaleza, Brazil",,,"Fortaleza, Brazil; Santos, Brazil",,,"[Fortaleza, Brazil; Santos, Brazil]; Salvador, Brazil",,,"[Fortaleza, Brazil; Santos, Brazil]; Rio de Janeiro, Brazil",,,"Santos, Brazil; Las Toninas, Argentina",,,,,,,,,,,,,,
south-american-crossing-sac,"Cirion Technologies, Sparkle",,20000,"https://www.submarinecablemap.com/submarine-cable/south-american-crossing-sac, https://www.infrapedia.com/subsea-cable/south-american-crossing-sac, https://convergedigest.com/cirion-spins-out-of-latin-american/, https://www.submarinenetworks.com/en/systems/brazil-us/sac",-,"Las Toninas, Argentina","Fortaleza, Brazil","Rio de Janeiro, Brazil","Santos, Brazil","Valparaiso, Chile","Buenaventura, Colombia","Colon, Panama","Fort Amador, Panama","Lurin, Peru","Puerto Viejo, Venezuela","St. Croix, VI, United States",,,,,,,,,,,,"Valparaiso, Chile; Lurin, Peru",,,"Lurin, Peru; Fort Amador, Panama",,,"[Lurin, Peru; Fort Amador, Panama]; Buenaventura, Colombia",,"Colon, Panama; St. Croix, VI, United States",,,"[Colon, Panama; St. Croix, VI, United States]; Puerto Viejo, Venezuela",,,"St. Croix, VI, United States; Fortaleza, Brazil",,,"Fortaleza, Brazil; Rio de Janeiro, Brazil",,,"Rio de Janeiro, Brazil; Santos, Brazil",,,"Santos, Brazil; Las Toninas, Argentina",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
south-atlantic-cable-system-sacs,Angola Cables,,6165,"https://www.infrapedia.com/subsea-cable/south-atlantic-cable-system-sacs, https://www.submarinecablemap.com/submarine-cable/south-atlantic-cable-system-sacs, https://www.submarinenetworks.com/en/systems/brazil-africa/sacs/angola-cables-activates-direct-optical-connection-on-sacs-and-monet",monet,"Sangano, Angola","Fortaleza, Brazil",,,,,,,,,,,,,,,,,,,,,"Sangano, Angola; Fortaleza, Brazil",6165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
south-atlantic-inter-link-sail,"Camtel, China Unicom",AFR-IX Telecom,5800,"https://www.infrapedia.com/subsea-cable/south-atlantic-inter-link-sail, https://www.submarinenetworks.com/en/systems/brazil-africa/sail","brusa, south-america-1-sam-1","Fortaleza, Brazil","Kribi, Cameroon",,,,,,,,,,,,,,,,,,,,,"Fortaleza, Brazil; Kribi, Cameroon",5800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
south-pacific-cable-system-spscmistral,"America Movil (Claro), Telxius",,7300,"https://www.submarinecablemap.com/submarine-cable/south-pacific-cable-system-spcsmistral, https://www.infrapedia.com/subsea-cable/south-pacific-cable-system-spscmistral, https://www.submarinenetworks.com/en/systems/brazil-us/pacific/telxius-claro-land-spsc-mistral-in-peru, https://telxius.com/en/our-network/mistral/",-,"Arica, Chile","Valparaiso, Chile","Salinas, Ecuador","Puerto San Jose, Guatemala","Lurin, Peru",,,,,,,,,,,,,,,,,,"Valparaiso, Chile; Puerto San Jose, Guatemala",,,"[Valparaiso, Chile; Puerto San Jose, Guatemala]; Arica, Chile",,,"[Valparaiso, Chile; Puerto San Jose, Guatemala]; Lurin, Peru",,"[Valparaiso, Chile; Puerto San Jose, Guatemala]; Salinas, Ecuador",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
southeast-asia-japan-cable-2-sjc2,"China Mobile, Chunghwa Telecom, DongHwa Telecom, KDDI, Meta, SK Broadband, Singtel, Telin, True Corporation, VNPT-Vinaphone",,10500,"https://www.infrapedia.com/subsea-cable/southeast-asia-japan-cable-2-sjc2, https://www.submarinecablemap.com/submarine-cable/southeast-asia-japan-cable-2-sjc2",-,"Chung Hom Kok, China","Lingang, China","Chikura, Japan","Shima, Japan","Changi South, Singapore","Busan, South Korea","Fangshan, Taiwan","Tanshui, Taiwan","Songkhla, Thailand","Quy Nhon, Vietnam",,,,,,,,,,,,,"Changi South, Singapore; Chikura, Japan",,,"[Changi South, Singapore; Chikura, Japan]; Songkhla, Thailand",,,"[Changi South, Singapore; Chikura, Japan]; Quy Nhon, Vietnam",,"[Changi South, Singapore; Chikura, Japan]; Chung Hom Kok, China",,,"[Changi South, Singapore; Chikura, Japan]; Fangshan, Taiwan",,,"[Changi South, Singapore; Chikura, Japan]; Tanshui, Taiwan",,,"[Changi South, Singapore; Chikura, Japan]; Lingang, China",,,"[Changi South, Singapore; Chikura, Japan]; Busan, South Korea",,,"[Changi South, Singapore; Chikura, Japan]; Shima, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
southeast-asia-japan-cable-sjc,"Brunei International Gateway (BIG), China Mobile, China Telecom, Chunghwa Telecom, Globe Telecom, Google, KDDI, National Telecom, Singtel, Telkom Indonesia, Unified National Networks (UNN)","BSO Network Solutions, Tata Communications",8900,"https://www.submarinecablemap.com/submarine-cable/southeast-asia-japan-cable-sjc, https://www.infrapedia.com/subsea-cable/southeast-asia-japan-cable-sjc, https://www.linkedin.com/company/big-bn/?originalSubdomain=bn, https://www.submarinenetworks.com/en/systems/intra-asia/sjc/sjc-cable-ready-for-service, https://www.tatacommunications.com/map/",unityeac-pacific,"Telisai, Brunei","Chung Hom Kok, China","Shantou, China","Chikura, Japan","Nasugbu, Philippines","Tuas, Singapore",,,,,,,,,,,,,,,,,"Tuas, Singapore; Chikura, Japan",,,"[Tuas, Singapore; Chikura, Japan]; Telisai, Brunei",,,"[Tuas, Singapore; Chikura, Japan]; Nasugbu, Philippines",,"[Tuas, Singapore; Chikura, Japan]; Chung Hom Kok, China",,,"[Tuas, Singapore; Chikura, Japan]; Shantou, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
southern-caribbean-fiber,Digicel,,3000,"https://www.infrapedia.com/subsea-cable/southern-caribbean-fiber-scf, https://www.submarinecablemap.com/submarine-cable/southern-caribbean-fiber, https://www.submarinenetworks.com/en/systems/brazil-us/southern-caribbean-fiber","south-america-1-sam-1, mid-atlantic-crossing-mac, brusa","Dickenson Bay, Antigua and Barbuda","Needham's Point, Barbados","Canefield, Dominica","Point Salines, Grenada","Baie-Mahault, Guadeloupe","Baillif, Guadeloupe","Le Lamentin, Martinique","Bunkum Bay, Montserrat","Gustavia, Saint Barthelemy","Basseterre, Saint Kitts and Nevis","Rodney Bay, Saint Lucia","St. Louis, Saint Martin","Kingstown, Saint Vincent and the Grenadines","Chaguaramas, Trinidad and Tobago","San Juan, PR, United States","St. Croix, VI, United States",,,,,,,"Chaguaramas, Trinidad and Tobago; Point Salines, Grenada",,,"Point Salines, Grenada; Kingstown, Saint Vincent and the Grenadines",,,"Kingstown, Saint Vincent and the Grenadines; Rodney Bay, Saint Lucia",,"Rodney Bay, Saint Lucia; Le Lamentin, Martinique",,,"Rodney Bay, Saint Lucia; St. Croix, VI, United States",,,"[Rodney Bay, Saint Lucia; St. Croix, VI, United States]; Needham's Point, Barbados",,,"Le Lamentin, Martinique; Canefield, Dominica",,,"Canefield, Dominica; Baillif, Guadeloupe",,,"Baillif, Guadeloupe; Baie-Mahault, Guadeloupe",,,"Baillif, Guadeloupe; Dickenson Bay, Antigua and Barbuda",,,"[Baillif, Guadeloupe; Dickenson Bay, Antigua and Barbuda]; Bunkum Bay, Montserrat",,,"Baillif, Guadeloupe; St. Louis, Saint Martin",,,"[Baillif, Guadeloupe; St. Louis, Saint Martin]; Basseterre, Saint Kitts and Nevis",,,"St. Louis, Saint Martin; Gustavia, Saint Barthelemy",,,"St. Louis, Saint Martin; San Juan, PR, United States",,,"[St. Louis, Saint Martin; San Juan, PR, United States]; St. Croix, VI, United States",,,,,,,,
southern-cross-cable-network-sccn,"Singtel Optus, Spark New Zealand, Telstra, Verizon",,30500,"https://www.infrapedia.com/subsea-cable/southern-cross-cable-network-sccn, https://www.submarinecablemap.com/submarine-cable/southern-cross-cable-network-sccn, https://www.submarinenetworks.com/en/systems/trans-pacific/southern-cross-next/ownership-structure-of-southern-cross-cables, https://southerncrosscables.com/home/services/accesspoints, https://www.southerncrosscables.com/home/network/overviewandmap, https://www.southerncrosscables.com/home/network/latency, https://www.submarinenetworks.com/en/systems/trans-pacific/southern-cross-next/southern-cross-next-cable-lands-at-hmb-ix-in-hermosa-beach, https://en.wikipedia.org/wiki/Southern_Cross_Cable","southern-cross-next, tonga-cable, interchange-cable-network-1-icn1, tui-samoa, gondwana-1, honotua","Morro Bay, CA, United States","Spencer Beach, HI, United States","Takapuna, New Zealand","Whenuapai, New Zealand","Alexandria, Australia","Brookvale, NSW, Australia","Suva, Fiji","Kahe Point, HI, United States","Hillsboro, OR, United States",,,,,,,,,,,,,,"Morro Bay, CA, United States; Spencer Beach, HI, United States",4135,41.36,"Spencer Beach, HI, United States; Kahe Point, HI, United States",458,4.58,"Spencer Beach, HI, United States; Takapuna, New Zealand",8002,"Whenuapai, New Zealand; Alexandria, Australia",2276,22.76,"Brookvale, NSW, Australia; Suva, Fiji",3543,35.44,"Suva, Fiji; Kahe Point, HI, United States",5828,58.28,"Kahe Point, HI, United States; Hillsboro, OR, United States",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
southern-cross-next,"Singtel Optus, Spark New Zealand, Telstra, Verizon",Global Secure Layer,15857,"https://www.infrapedia.com/subsea-cable/southern-cross-next, https://www.submarinecablemap.com/submarine-cable/southern-cross-next, https://www.submarinenetworks.com/en/systems/trans-pacific/southern-cross-next/ownership-structure-of-southern-cross-cables, https://www.lightwaveonline.com/network-design/high-speed-networks/article/14276502/telstra-anticipates-southern-cross-next-submarine-cable-rfs, https://www.capacitymedia.com/article/29otdc38gbc2vnk49gjk0/news/southern-cross-next-subsea-cable-lands-in-la, https://www.submarinenetworks.com/en/systems/trans-pacific/southern-cross-next/southern-cross-next-cable-system-overview, https://www.submarinenetworks.com/en/systems/trans-pacific/southern-cross-next/southern-cross-next-cable-lands-at-hmb-ix-in-hermosa-beach",southern-cross-cable-network-sccn,"Alexandria, Australia","Savusavu, Fiji","Suva, Fiji","Tabwakea, Kiribati","Takapuna, New Zealand","Nukunonu, Tokelau","Hermosa Beach, CA, United States",,,,,,,,,,,,,,,,"Alexandria, Australia; Hermosa Beach, CA, United States",13483,,"[Alexandria, Australia; Hermosa Beach, CA, United States]; Nukunonu, Tokelau",53,,"[Alexandria, Australia; Hermosa Beach, CA, United States]; Takapuna, New Zealand",1301,"[Alexandria, Australia; Hermosa Beach, CA, United States]; Tabwakea, Kiribati",377,,"[Alexandria, Australia; Hermosa Beach, CA, United States]; Suva, Fiji",309,,"[Alexandria, Australia; Hermosa Beach, CA, United States]; Savusavu, Fiji",305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
st-pierre-and-miquelon-cable,French Authority of St. Pierre and Miquelon,,200,"https://www.infrapedia.com/subsea-cable/st-pierre-and-miquelon-cable, https://www.submarinecablemap.com/submarine-cable/st-pierre-and-miquelon-cable",-,"Fortune, NL, Canada","Lamaline, NL, Canada","Miquelon-Langlade, Saint Pierre and Miquelon","Saint-Pierre, Saint Pierre and Miquelon",,,,,,,,,,,,,,,,,,,"Fortune, NL, Canada; Miquelon-Langlade, Saint Pierre and Miquelon",,,"Miquelon-Langlade, Saint Pierre and Miquelon; Saint-Pierre, Saint Pierre and Miquelon",,,"Saint-Pierre, Saint Pierre and Miquelon; Lamaline, NL, Canada",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
st-thomas-st-croix-system,Virgin Islands Next Generation Networks,,183,"https://www.submarinecablemap.com/submarine-cable/st-thomas-st-croix-system, https://www.infrapedia.com/subsea-cable/st-thomas-st-croix-system",-,"Banana Bay, VI, United States","Brewer's Bay, VI, United States","Christiansted, VI, United States","Flamingo Bay, VI, United States","Frederiksted, VI, United States","Great Bay, VI, United States","Vila Olga, VI, United States",,,,,,,,,,,,,,,,"Frederiksted, VI, United States; Christiansted, VI, United States",,,"Christiansted, VI, United States; Great Bay, VI, United States",,,"Great Bay, VI, United States; Flamingo Bay, VI, United States",,"Flamingo Bay, VI, United States; Banana Bay, VI, United States",,,"Banana Bay, VI, United States; Vila Olga, VI, United States",,,"Vila Olga, VI, United States; Brewer's Bay, VI, United States",,,"Brewer's Bay, VI, United States; Frederiksted, VI, United States",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
strategic-evolution-underwater-link-seul,Belize Telemedia Limited,,24,https://www.infrapedia.com/subsea-cable/strategic-evolution-underwater-link-seul,-,"Bomba, Belize","San Pedro, Belize",,,,,,,,,,,,,,,,,,,,,"Bomba, Belize; San Pedro, Belize",24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
subcan-link-1,Cable Submarine de Canarias,,143,"https://www.infrapedia.com/subsea-cable/subcan-link-1, https://www.submarinecablemap.com/submarine-cable/subcan-link-1, https://atlantic-cable.com/Cables/CableTimeLine/index2001.htm#gsc.tab=0",-,"Las Caletillas, Spain","Piedra Santa, Spain",,,,,,,,,,,,,,,,,,,,,"Las Caletillas, Spain; Piedra Santa, Spain",143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
subcan-link-2,Cable Submarine de Canarias,,136,"https://www.infrapedia.com/subsea-cable/subcan-link-2, https://www.submarinecablemap.com/submarine-cable/subcan-link-2, https://atlantic-cable.com/Cables/CableTimeLine/index2001.htm#gsc.tab=0",-,"Las Caletillas, Spain","Piedra Santa, Spain",,,,,,,,,,,,,,,,,,,,,"Las Caletillas, Spain; Piedra Santa, Spain",136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
